,CV,TL,AL,TWC,AWC,TSC,ASC,TALRATIO,TAWCRATIO,TASCRATIO,TP,AP,TAPD,TAPMEAN,TS,AS,TASD,TASMEAN,TSCCRATIO,ASCCRATIO,TASCCRATIO,TASCCD,TKWC,AKWC,TAKWCRATIO,TMIKWP,AMIKWP,TMIKWS,AMIKWS,AFSP,TAFSPMEAN,TAFSPD,AFSS,TAFSSMEAN,TAFSSD,TMIKWAORATIO,TKWAORATIO,TKWAOWRATIO,TKWPMEAN,AKWPMEAN,TAKWPMEAN,TAKWPD,TKWPWMEAN,AKWPWMEAN,TAKWPWMEAN,TAKWPWD,TAMIKWFP,TAMIKWDIST,TAKWDIST,TASIMSPACY,TABSSIMSPACY,TAWSSIMSPACY,TAASSIMSPACY,TAFSSIMSPACY,TABSSIMPSPACY,TAWSSIMPSPACY,TAGSSIMRATIOSPACY,TVC,AVC,TAVCD,TNC,ANC,TANCD
10,4.5,68,2269,13,387,1,19,0.02996914940502424,0.03359173126614987,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14705882352941177,0.16527104451300131,0.8898039215686275,0.018212220983589544,0.46153846153846156,0.05167958656330749,8.930769230769231,0.0,0.0,0.0,0.0,0.13636363636363635,0.06818181818181818,0.13636363636363635,0.45454545454545453,0.22727272727272727,0.45454545454545453,0.020316027088036117,0.07900677200902935,0.01627466445296228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01580135440180587,-0.29311211664152836,-0.31609566903684555,0.923484738224647,0.9401306195795558,0.347280919084528,0.7770239059912163,0.9401306195795558,0.05263157894736842,0.9473684210526315,0.10526315789473684,0.14285714285714285,0.11512415349887133,-0.027732989358271523,0.35714285714285715,0.2076749435665914,-0.14946791357626574
11,3.0,69,9888,11,1700,1,63,0.006978155339805826,0.006470588235294118,0.015873015873015872,0.0,-0.375,-0.375,-0.1875,0.0,-0.375,-0.375,-0.375,0.13043478260869565,0.15422734627831716,0.8457305773342836,0.023792563669621514,0.5454545454545454,0.011764705882352941,46.36363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004395604395604396,0.04725274725274725,0.008018307112920136,0.0,-0.02,-0.01,-0.02,0.0,-0.0012057040602943424,-0.0006028520301471712,-0.0012057040602943424,0.004945054945054945,-0.08081363386476086,-0.1120088983213368,0.8383114920023816,0.8793634667527669,0.3234821957345496,0.7159930573748952,0.8793634667527669,0.015873015873015872,0.8412698412698413,0.0,0.07692307692307693,0.10989010989010989,0.03296703296703296,0.15384615384615385,0.18186813186813186,0.028021978021978006
12,3.5,74,7388,13,1231,1,41,0.010016242555495398,0.010560519902518278,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12162162162162163,0.15565782349756363,0.7813396004700353,0.034036201875942,0.6153846153846154,0.016246953696181964,37.876923076923084,0.0,0.0,0.0,0.0,0.17777777777777778,0.08888888888888889,0.17777777777777778,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0029304029304029304,0.05274725274725275,0.010617050071944632,0.0,-0.009583333333333334,-0.004791666666666667,-0.009583333333333334,0.0,-0.0007605770880064146,-0.0003802885440032073,-0.0007605770880064146,0.04322344322344322,-0.6411290322580645,-0.1055514825676116,0.8060847640092044,0.8474608993494746,0.6344175499972597,0.7187912242235135,0.82311526481492,0.9024390243902439,0.5853658536585366,0.0,0.23076923076923078,0.11062271062271062,-0.12014652014652016,0.07692307692307693,0.2043956043956044,0.12747252747252746
13,4.5,78,2678,12,427,1,16,0.02912621359223301,0.02810304449648712,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10256410256410256,0.15235250186706498,0.6732026143790849,0.049788399302962416,0.75,0.0468384074941452,16.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.1,0.0041753653444676405,0.03549060542797495,0.004949196633071289,0.0,0.0125,0.00625,0.0125,0.0,0.00167545610432429,0.000837728052162145,0.00167545610432429,0.12943632567849686,-0.40794979079497906,-0.2067437853802609,0.7711538658428698,0.8073086975824151,0.4513865050345701,0.650872445063755,0.7961212852279892,0.375,0.5,0.0,0.0,0.0918580375782881,0.0918580375782881,0.0,0.19832985386221294,0.19832985386221294
14,4.0,30,3691,6,654,1,30,0.00812787862367922,0.009174311926605505,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.1677052289352479,1.3913301023155629,-0.06562810439808545,0.3333333333333333,0.03058103975535168,10.9,0.0,0.0,0.0,0.0,0.3666666666666667,0.18333333333333335,0.3666666666666667,0.35000000000000003,0.17500000000000002,0.35000000000000003,0.007989347536617843,0.013315579227696404,0.001144649500882365,0.0,0.034999999999999996,0.017499999999999998,0.034999999999999996,0.0,0.00710306737119748,0.00355153368559874,0.00710306737119748,0.10386151797603196,-0.092,-0.05333333333333334,0.5865880176620465,0.7169622536982678,0.32827307336346206,0.501872225845681,0.5971194618056118,0.9666666666666667,0.16666666666666666,0.0,0.0,0.10785619174434088,0.10785619174434088,0.09090909090909091,0.1478029294274301,0.05689383851833918
15,3.5,80,6408,16,1076,1,33,0.012484394506866416,0.01486988847583643,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1625,0.1616729088639201,1.00511583011583,-0.0008270911360798994,0.625,0.01858736059479554,33.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00078125,0.03125,0.00320236104232322,-0.06666666666666667,-0.008333333333333333,-0.0375,0.058333333333333334,-0.008671584912381253,-0.0005264868930584353,-0.004599035902719845,0.008145098019322818,0.08046875,-0.8405003909304144,0.015168100078186081,0.7647165289876978,0.8128899201353992,0.4602526478999003,0.6661893686240309,0.789440790175876,0.06060606060606061,0.9696969696969697,0.0,0.0,0.09453125,0.09453125,0.16666666666666666,0.20546875,0.03880208333333335
16,4.0,77,2223,13,386,1,20,0.0346378767431399,0.03367875647668394,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11688311688311688,0.1700404858299595,0.6873840445269017,0.05315736894684263,0.5384615384615384,0.05181347150259067,10.392307692307693,0.0,0.0,0.0,0.0,0.21666666666666665,0.10833333333333332,0.21666666666666665,0.5166666666666666,0.2583333333333333,0.5166666666666666,0.009009009009009009,0.015765765765765764,0.004688196121444831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060810810810810814,-0.11512415349887133,-0.08481135117703965,0.809293314724251,0.8148695269597752,0.37857173517089315,0.7026381552911893,0.7622411199104748,0.6,1.0,0.0,0.07142857142857142,0.07657657657657657,0.005148005148005147,0.21428571428571427,0.22747747747747749,0.013191763191763212
17,3.5,62,9028,11,1654,1,75,0.006867523260965884,0.006650544135429262,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16129032258064516,0.17545414266725742,0.9192733789507983,0.014163820086612267,0.5454545454545454,0.012091898428053204,45.10909090909091,0.0,0.0,0.0,0.0,0.19318181818181818,0.09659090909090909,0.19318181818181818,0.36893939393939396,0.18446969696969698,0.36893939393939396,0.0005173305742369374,0.01965856182100362,0.0011707399764400248,0.0,-0.008333333333333333,-0.004166666666666667,-0.008333333333333333,0.0,-0.000528486872187766,-0.000264243436093883,-0.000528486872187766,0.0900155199172271,-0.8209109730848861,-0.2221586575133486,0.764075333208607,0.8208839223528723,0.35946547813880914,0.6306961724479203,0.7203424430266838,0.17333333333333334,0.8266666666666667,0.0,0.07692307692307693,0.10294878427315055,0.026025707350073618,0.0,0.1396792550439731,0.1396792550439731
18,4.0,55,2401,10,396,1,14,0.022907122032486463,0.025252525252525252,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16363636363636364,0.1620158267388588,1.010002336994625,-0.0016205368975048262,0.5,0.050505050505050504,9.9,0.0,0.0,0.0,0.0,-0.0375,-0.01875,-0.0375,0.5125,0.25625,0.5125,0.004219409282700422,0.023206751054852322,0.002863489135570644,-0.08,-0.012499999999999999,-0.04625,0.0675,-0.011582184459376258,-0.00018754502770766923,-0.005884864743541963,0.01139463943166859,0.4282700421940928,-0.06342494714587738,-0.2181433788199116,0.71734028902684,0.7906231518372979,0.533230714437974,0.6278676692272203,0.5540050476826662,0.42857142857142855,1.0,0.0,0.08333333333333333,0.1371308016877637,0.053797468354430375,0.0,0.17932489451476794,0.17932489451476794
19,4.5,81,1696,12,303,1,17,0.047759433962264154,0.039603960396039604,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09876543209876543,0.16804245283018868,0.5877409573316006,0.06927702073142325,0.8333333333333334,0.066006600660066,12.625000000000002,0.0,0.0,0.0,0.0,-0.06000000000000001,-0.030000000000000006,-0.06000000000000001,0.5,0.25,0.5,0.0029411764705882353,0.07941176470588235,0.009594211307512271,0.04,0.0,0.02,-0.04,0.0034385271006506257,-0.002565670118435786,0.0004364284911074199,-0.0060041972190864115,0.12058823529411765,-0.7640117994100295,-0.18780727630285152,0.7982374009295049,0.8460475027405892,0.5739121533601307,0.6537856530618146,0.7961458642481034,0.11764705882352941,0.17647058823529413,0.0,0.07142857142857142,0.14411764705882352,0.07268907563025209,0.0,0.19705882352941176,0.19705882352941176
20,4.0,86,13900,14,2595,1,155,0.00618705035971223,0.005394990366088632,0.0064516129032258064,0.0,-0.17916666666666667,-0.17916666666666667,-0.08958333333333333,0.0,-0.17916666666666667,-0.17916666666666667,-0.17916666666666667,0.13953488372093023,0.18230215827338128,0.765404452928544,0.04276727455245105,0.5,0.007707129094412331,64.875,0.0,0.6,0.0,0.9,0.25,0.125,0.25,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.001643655489809336,0.018080210387902695,0.001060882064425401,0.0,0.051875000000000004,0.025937500000000002,0.051875000000000004,0.0,0.0038619702183886355,0.0019309851091943177,0.0038619702183886355,0.0029585798816568047,-0.24932587964485367,-0.21411019102567935,0.7951965941294972,0.805388213448694,0.3272770408492669,0.6267870968414417,0.6340138749856855,0.05806451612903226,0.34838709677419355,0.0,0.05555555555555555,0.1091387245233399,0.05358316896778435,0.05555555555555555,0.14135437212360288,0.08579881656804733
21,3.0,68,5247,8,886,1,28,0.012959786544692205,0.009029345372460496,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10294117647058823,0.16161616161616163,0.6369485294117646,0.0586749851455734,0.875,0.022573363431151242,38.762499999999996,0.0,0.0,0.0,0.0,0.20075757575757575,0.10037878787878787,0.20075757575757575,0.32196969696969696,0.16098484848484848,0.32196969696969696,0.000992063492063492,0.041666666666666664,0.00889669378278335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012896825396825396,-0.9761668321747765,-0.178228590343784,0.7658348709983025,0.7729075250605563,0.2372946452270683,0.6622464247982922,0.7324167663327298,0.14285714285714285,1.0,0.0,0.2222222222222222,0.12202380952380952,-0.10019841269841269,0.3333333333333333,0.21626984126984128,-0.11706349206349204
22,3.5,70,3313,10,521,1,16,0.02112888620585572,0.019193857965451054,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17142857142857143,0.1536371868397223,1.1158012910468706,-0.01779138458884913,0.7,0.03838771593090211,18.235,-0.1,0.0,0.1,0.0,-0.15416666666666667,-0.07708333333333334,-0.15416666666666667,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.0033783783783783786,0.03209459459459459,0.002934727587054076,-0.059523809523809534,-0.015000000000000003,-0.03726190476190477,0.044523809523809535,-0.006590071732628981,-0.00248446389257593,-0.004537267812602455,0.004105607840053051,0.05067567567567568,-0.7868020304568528,-0.4179357021996616,0.8075380954506838,0.830412521287383,0.4866105464449109,0.7115707914134605,0.830412521287383,0.0625,1.0,0.0,0.07692307692307693,0.10304054054054054,0.026117463617463615,0.15384615384615385,0.16385135135135134,0.010005197505197488
23,4.5,76,1404,10,225,1,9,0.05413105413105413,0.044444444444444446,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.1574074074074074,0.6687306501547987,0.052144249512670576,0.8,0.08888888888888889,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.03333333333333333,0.06666666666666667,0.0149812734082397,0.0599250936329588,0.008217801495687549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003745318352059925,0.09022556390977443,-0.09492481203007519,0.7036267596007967,0.8224643222538861,0.532800886373217,0.631962254423644,0.8224643222538861,0.1111111111111111,0.2222222222222222,0.0,0.1,0.1198501872659176,0.0198501872659176,0.1,0.20599250936329588,0.10599250936329588
24,4.5,50,1826,8,341,1,22,0.027382256297918947,0.02346041055718475,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.17798466593647316,0.5618461538461539,0.07798466593647316,0.75,0.05865102639296188,12.7875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04071246819338423,0.009207075940575196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.06951530612244898,0.7169554664412578,0.7912879408659624,0.2576401911096568,0.5714902984595619,0.7912879408659624,0.045454545454545456,0.5,0.0,0.25,0.10687022900763359,-0.1431297709923664,0.375,0.16539440203562342,-0.20960559796437658
25,4.0,75,5928,14,1066,1,74,0.012651821862348178,0.013133208255159476,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14666666666666667,0.17729419703103913,0.8272502378686966,0.030627530364372463,0.42857142857142855,0.01876172607879925,22.842857142857138,0.0,0.0,0.0,0.0,-0.125,-0.0625,-0.125,0.375,0.1875,0.375,0.0015910898965791568,0.018297533810660304,0.0018536498426648645,-0.008333333333333333,-0.0225,-0.015416666666666665,-0.014166666666666666,-0.000716359812635547,-0.0006988223861244311,-0.0007075910993799891,1.75374265111159e-05,0.9856801909307876,0.9753184713375797,-0.08751038493492108,0.8504111574019224,0.8821399507655002,0.4401327944850182,0.685641203599835,0.6866030310828187,0.527027027027027,0.8378378378378378,0.0,0.11764705882352941,0.1177406523468576,9.359352332818927e-05,0.17647058823529413,0.16785998408910102,-0.008610604146193107
26,2.5,81,8569,12,1452,1,56,0.009452678258840004,0.008264462809917356,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12345679012345678,0.1602287314739176,0.7705034483378741,0.03677194135046083,0.5833333333333334,0.013774104683195593,42.35,0.0,0.0,0.0,0.0,-0.07666666666666667,-0.03833333333333334,-0.07666666666666667,0.19,0.095,0.19,0.0005955926146515784,0.06134603930911257,0.005410322742119293,-0.06904761904761905,-0.004166666666666667,-0.03660714285714286,0.06488095238095239,-0.004682756664009376,-2.1687152090763148e-05,-0.0023522219080500694,0.004661069511918613,0.42942227516378795,-0.14183551847437426,-0.10598609069974659,0.8415654589023802,0.8828006973855165,0.42268016080551685,0.7299382222267781,0.7812946133040641,0.4642857142857143,1.0,0.0,0.3076923076923077,0.08040500297796307,-0.22728730471434463,0.07692307692307693,0.20369267421083978,0.12676959728776285
27,3.0,63,2062,10,356,1,11,0.030552861299709022,0.028089887640449437,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.15906886517943744,0.6985094850948509,0.047957754068326336,0.7,0.056179775280898875,12.459999999999999,0.0,0.0,0.0,0.0,0.1,0.05,0.1,0.3375,0.16875,0.3375,0.005089058524173028,0.03307888040712468,0.007256471062869846,0.0,0.01,0.005,0.01,0.0,0.0015469833605308023,0.0007734916802654011,0.0015469833605308023,0.035623409669211195,-0.08673469387755102,-0.2370486656200942,0.7692727406747852,0.7789305479118146,0.3352759339818953,0.6496203457420581,0.7789305479118146,0.09090909090909091,1.0,0.0,0.1,0.1272264631043257,0.027226463104325693,0.4,0.13486005089058525,-0.26513994910941474
28,3.0,79,5785,12,998,1,53,0.013656006914433881,0.012024048096192385,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11392405063291139,0.16214347450302508,0.7026126150441283,0.04821942387011369,0.6666666666666666,0.02004008016032064,33.266666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.016666666666666666,0.008333333333333333,0.016666666666666666,0.08333333333333334,0.04166666666666667,0.08333333333333334,0.0008650519031141869,0.023356401384083045,0.0031388029731380463,-0.010416666666666668,0.0016666666666666666,-0.004375,0.012083333333333335,-0.0012260214548607826,0.00014447530786937244,-0.0005407730734957051,0.001370496762730155,0.10207612456747404,-0.7974025974025974,-0.4598043931377264,0.8293436189115027,0.8368971058412968,0.35644843179224195,0.6741090793020705,0.8181197878580334,0.3018867924528302,0.2641509433962264,0.0,0.08333333333333333,0.08217993079584775,-0.0011534025374855816,0.25,0.17647058823529413,-0.07352941176470587
29,2.5,49,1439,9,274,1,15,0.034051424600416956,0.032846715328467155,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12244897959183673,0.1744266851980542,0.7020082933571835,0.05197770560621748,0.4444444444444444,0.072992700729927,6.0888888888888895,0.0,0.0,0.0,0.0,0.13636363636363635,0.06818181818181818,0.13636363636363635,0.45454545454545453,0.22727272727272727,0.45454545454545453,0.0033222591362126247,0.036544850498338874,0.005718553262865271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4318936877076412,-0.14,0.013939393939393939,0.8130118630279217,0.8493438062954245,0.42491897136478035,0.6713593067011824,0.7995321573763532,0.8666666666666667,1.0,0.0,0.0,0.11627906976744186,0.11627906976744186,0.375,0.18604651162790697,-0.18895348837209303
30,4.0,86,7098,13,1185,1,48,0.012116089039165962,0.010970464135021098,0.020833333333333332,0.0,-0.6,-0.6,-0.3,0.0,-0.6,-0.6,-0.6,0.12790697674418605,0.1610312764158918,0.7942989684428982,0.03312429967170574,0.5384615384615384,0.016877637130801686,31.903846153846153,0.0,0.0,0.0,0.0,0.3181818181818182,0.1590909090909091,0.3181818181818182,0.4772727272727273,0.23863636363636365,0.4772727272727273,0.00873998543335761,0.022578295702840496,0.002446904448384458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022578295702840496,-0.16047133138969874,-0.19110316937835042,0.6430560873256327,0.7689583411331247,0.0,0.5295311730097899,0.5324638923413131,0.0625,0.25,0.0,0.2857142857142857,0.10196649672250546,-0.18374778899178024,0.07142857142857142,0.20174799708667152,0.1303194256581001
