,CV,TL,AL,TWC,AWC,TSC,ASC,TALRATIO,TAWCRATIO,TASCRATIO,TP,AP,TAPD,TAPMEAN,TS,AS,TASD,TASMEAN,TSCCRATIO,ASCCRATIO,TASCCRATIO,TASCCD,TKWC,AKWC,TAKWCRATIO,TMIKWP,AMIKWP,TMIKWS,AMIKWS,AFSP,TAFSPMEAN,TAFSPD,AFSS,TAFSSMEAN,TAFSSD,TMIKWAORATIO,TKWAORATIO,TKWAOWRATIO,TKWPMEAN,AKWPMEAN,TAKWPMEAN,TAKWPD,TKWPWMEAN,AKWPWMEAN,TAKWPWMEAN,TAKWPWD,TAMIKWFP,TAMIKWDIST,TAKWDIST
10,4.5,68,2269,13,387,1,19,0.02996914940502424,0.03359173126614987,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14705882352941177,0.16527104451300131,0.8898039215686275,0.018212220983589544,0.46153846153846156,0.05167958656330749,8.930769230769231,0.0,0.0,0.0,0.0,0.13636363636363635,0.06818181818181818,0.13636363636363635,0.45454545454545453,0.22727272727272727,0.45454545454545453,0.022573363431151242,-1.1023356818727938,-1.7884879568445118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011286681715575621,-0.3257918552036199,-0.31609566903684555
11,3.0,69,9888,11,1700,1,63,0.006978155339805826,0.006470588235294118,0.015873015873015872,0.0,-0.375,-0.375,-0.1875,0.0,-0.375,-0.375,-0.375,0.13043478260869565,0.15422734627831716,0.8457305773342836,0.023792563669621514,0.5454545454545454,0.011764705882352941,46.36363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012087912087912088,-1.325572936741507,-2.0959173136514453,0.0,-0.02,-0.01,-0.02,0.0,-0.0012057040602943424,-0.0006028520301471712,-0.0012057040602943424,0.0016483516483516484,0.13458943475436053,-0.1120088983213368
12,3.5,74,7388,13,1231,1,41,0.010016242555495398,0.010560519902518278,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12162162162162163,0.15565782349756363,0.7813396004700353,0.034036201875942,0.6153846153846154,0.016246953696181964,37.876923076923084,0.0,0.0,0.0,0.0,0.17777777777777778,0.08888888888888889,0.17777777777777778,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0029304029304029304,-1.2778001549455065,-1.973996134426003,0.0,-0.009583333333333334,-0.004791666666666667,-0.009583333333333334,0.0,-0.0007605770880064146,-0.0003802885440032073,-0.0007605770880064146,0.008791208791208791,0.039589442815249266,-0.1055514825676116
13,4.5,78,2678,12,427,1,16,0.02912621359223301,0.02810304449648712,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10256410256410256,0.15235250186706498,0.6732026143790849,0.049788399302962416,0.75,0.0468384074941452,16.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.1,0.0041753653444676405,-1.4498865920362893,-2.305465291195637,0.0,0.0125,0.00625,0.0125,0.0,0.00167545610432429,0.000837728052162145,0.00167545610432429,0.025052192066805846,-0.04184100418410042,-0.2067437853802609
14,4.0,30,3691,6,654,1,30,0.00812787862367922,0.009174311926605505,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.1677052289352479,1.3913301023155629,-0.06562810439808545,0.3333333333333333,0.03058103975535168,10.9,0.0,0.0,0.0,0.0,0.3666666666666667,0.18333333333333335,0.3666666666666667,0.35000000000000003,0.17500000000000002,0.35000000000000003,0.007989347536617843,-1.8756399370041683,-2.9413274767613626,0.0,0.034999999999999996,0.017499999999999998,0.034999999999999996,0.0,0.00710306737119748,0.00355153368559874,0.00710306737119748,0.10386151797603196,-0.092,-0.05333333333333334
15,3.5,80,6408,16,1076,1,33,0.012484394506866416,0.01486988847583643,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1625,0.1616729088639201,1.00511583011583,-0.0008270911360798994,0.625,0.01858736059479554,33.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003125,-1.505149978319906,-2.494529706192661,-0.06666666666666667,-0.008333333333333333,-0.0375,0.058333333333333334,-0.008671584912381253,-0.0005264868930584353,-0.004599035902719845,0.008145098019322818,0.0125,-0.49921813917122754,0.015168100078186081
16,4.0,77,2223,13,386,1,20,0.0346378767431399,0.03367875647668394,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11688311688311688,0.1700404858299595,0.6873840445269017,0.05315736894684263,0.5384615384615384,0.05181347150259067,10.392307692307693,0.0,0.0,0.4,0.0,0.21666666666666665,0.10833333333333332,0.21666666666666665,0.5166666666666666,0.2583333333333333,0.5166666666666666,0.0,-1.802284930100363,-2.328994228756242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.08481135117703965
17,3.5,62,9028,11,1654,1,75,0.006867523260965884,0.006650544135429262,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16129032258064516,0.17545414266725742,0.9192733789507983,0.014163820086612267,0.5454545454545454,0.012091898428053204,45.10909090909091,0.0,0.0,0.0,0.0,0.19318181818181818,0.09659090909090909,0.19318181818181818,0.36893939393939396,0.18446969696969698,0.36893939393939396,0.006207966890843249,-1.7064482574117428,-2.9315395518422065,0.0,-0.008333333333333333,-0.004166666666666667,-0.008333333333333333,0.0,-0.000528486872187766,-0.000264243436093883,-0.000528486872187766,0.004138644593895499,-0.32927881297446515,-0.2221586575133486
18,4.0,55,2401,10,396,1,14,0.022907122032486463,0.025252525252525252,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16363636363636364,0.1620158267388588,1.010002336994625,-0.0016205368975048262,0.5,0.050505050505050504,9.9,0.0,0.0,0.0,0.0,-0.0375,-0.01875,-0.0375,0.5125,0.25625,0.5125,0.004219409282700422,-1.63438565651586,-2.5431044603141126,-0.08,-0.012499999999999999,-0.04625,0.0675,-0.011582184459376258,-0.00018754502770766923,-0.005884864743541963,0.01139463943166859,0.3438818565400844,-0.2346723044397463,-0.2181433788199116
19,4.5,81,1696,12,303,1,17,0.047759433962264154,0.039603960396039604,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09876543209876543,0.16804245283018868,0.5877409573316006,0.06927702073142325,0.8333333333333334,0.066006600660066,12.625000000000002,0.4,0.0,0.8,0.0,-0.06000000000000001,-0.030000000000000006,-0.06000000000000001,0.5,0.25,0.5,0.011764705882352941,-1.1001151528832678,-2.0179907206547822,0.04,0.0,0.02,-0.04,0.0034385271006506257,-0.002565670118435786,0.0004364284911074199,-0.0060041972190864115,0.029411764705882353,0.11504424778761062,-0.18780727630285152
20,4.0,86,13900,14,2595,1,155,0.00618705035971223,0.005394990366088632,0.0064516129032258064,0.0,-0.17916666666666667,-0.17916666666666667,-0.08958333333333333,0.0,-0.17916666666666667,-0.17916666666666667,-0.17916666666666667,0.13953488372093023,0.18230215827338128,0.765404452928544,0.04276727455245105,0.5,0.007707129094412331,64.875,0.0,0.0,0.0,0.0,0.25,0.125,0.25,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0006574621959237344,-1.7427965202227358,-2.974332892833903,0.0,0.051875000000000004,0.025937500000000002,0.051875000000000004,0.0,0.0038619702183886355,0.0019309851091943177,0.0038619702183886355,0.06476002629848784,-0.10062479447550148,-0.21411019102567935
21,3.0,68,5247,8,886,1,28,0.012959786544692205,0.009029345372460496,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10294117647058823,0.16161616161616163,0.6369485294117646,0.0586749851455734,0.875,0.022573363431151242,38.762499999999996,0.0,0.0,0.0,0.0,0.20075757575757575,0.10037878787878787,0.20075757575757575,0.32196969696969696,0.16098484848484848,0.32196969696969696,0.015873015873015872,-1.3802112417116061,-2.0507713572496633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006944444444444444,-0.07286494538232373,-0.178228590343784
22,3.5,70,3313,10,521,1,16,0.02112888620585572,0.019193857965451054,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17142857142857143,0.1536371868397223,1.1158012910468706,-0.01779138458884913,0.7,0.03838771593090211,18.235,0.0,0.0,0.0,0.0,-0.15416666666666667,-0.07708333333333334,-0.15416666666666667,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.0016891891891891893,-1.493568105770091,-2.532432205465745,-0.059523809523809534,-0.015000000000000003,-0.03726190476190477,0.044523809523809535,-0.006590071732628981,-0.00248446389257593,-0.004537267812602455,0.004105607840053051,0.2719594594594595,-0.45854483925549916,-0.4179357021996616
23,4.5,76,1404,10,225,1,9,0.05413105413105413,0.044444444444444446,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.1574074074074074,0.6687306501547987,0.052144249512670576,0.8,0.08888888888888889,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.03333333333333333,0.06666666666666667,0.011235955056179775,-1.2223912787086504,-2.085244353505972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033707865168539325,0.14786967418546368,-0.09492481203007519
24,4.5,50,1826,8,341,1,22,0.027382256297918947,0.02346041055718475,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.17798466593647316,0.5618461538461539,0.07798466593647316,0.75,0.05865102639296188,12.7875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005089058524173028,-1.3902725677195018,-2.0358782747439483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005089058524173028,-0.6224489795918368,-0.06951530612244898
25,4.0,75,5928,14,1066,1,74,0.012651821862348178,0.013133208255159476,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14666666666666667,0.17729419703103913,0.8272502378686966,0.030627530364372463,0.42857142857142855,0.01876172607879925,22.842857142857138,0.0,0.0,0.0,0.0,-0.125,-0.0625,-0.125,0.375,0.1875,0.375,0.0007955449482895784,-1.737607441668365,-2.7319723013462167,-0.008333333333333333,-0.0225,-0.015416666666666665,-0.014166666666666666,-0.000716359812635547,-0.0006988223861244311,-0.0007075910993799891,1.75374265111159e-05,0.548926014319809,0.09713375796178345,-0.08751038493492108
26,2.5,81,8569,12,1452,1,56,0.009452678258840004,0.008264462809917356,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12345679012345678,0.1602287314739176,0.7705034483378741,0.03677194135046083,0.5833333333333334,0.013774104683195593,42.35,-0.4,-0.08333333333333333,0.6,0.25,-0.07666666666666667,-0.03833333333333334,-0.07666666666666667,0.19,0.095,0.19,0.0011911852293031567,-1.2122134714328765,-2.2667768271409785,-0.06904761904761905,-0.004166666666666667,-0.03660714285714286,0.06488095238095239,-0.004682756664009376,-2.1687152090763148e-05,-0.0023522219080500694,0.004661069511918613,0.47051816557474685,0.17222884386174017,-0.10598609069974659
27,3.0,63,2062,10,356,1,11,0.030552861299709022,0.028089887640449437,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.15906886517943744,0.6985094850948509,0.047957754068326336,0.7,0.056179775280898875,12.459999999999999,0.0,0.0,0.0,0.0,0.1,0.05,0.1,0.3375,0.16875,0.3375,0.007633587786259542,-1.4804491980685899,-2.1392745322648605,0.0,0.01,0.005,0.01,0.0,0.0015469833605308023,0.0007734916802654011,0.0015469833605308023,0.09923664122137404,-0.1207482993197279,-0.2370486656200942
28,3.0,79,5785,12,998,1,53,0.013656006914433881,0.012024048096192385,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11392405063291139,0.16214347450302508,0.7026126150441283,0.04821942387011369,0.6666666666666666,0.02004008016032064,33.266666666666666,0.0,0.0,0.0,0.0,0.016666666666666666,0.008333333333333333,0.016666666666666666,0.08333333333333334,0.04166666666666667,0.08333333333333334,0.004325259515570935,-1.631594069925523,-2.5032359446900423,-0.010416666666666668,0.0016666666666666666,-0.004375,0.012083333333333335,-0.0012260214548607826,0.00014447530786937244,-0.0005407730734957051,0.001370496762730155,0.07525951557093426,-0.5806060606060607,-0.4598043931377264
29,2.5,49,1439,9,274,1,15,0.034051424600416956,0.032846715328467155,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12244897959183673,0.1744266851980542,0.7020082933571835,0.05197770560621748,0.4444444444444444,0.072992700729927,6.0888888888888895,0.0,0.0,0.0,0.0,0.13636363636363635,0.06818181818181818,0.13636363636363635,0.45454545454545453,0.22727272727272727,0.45454545454545453,0.009966777408637873,-1.4371738104356182,-2.242713829498193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.19111111111111112,0.013939393939393939
30,4.0,86,7098,13,1185,1,48,0.012116089039165962,0.010970464135021098,0.020833333333333332,0.0,-0.6,-0.6,-0.3,0.0,-0.6,-0.6,-0.6,0.12790697674418605,0.1610312764158918,0.7942989684428982,0.03312429967170574,0.5384615384615384,0.016877637130801686,31.903846153846153,0.0,0.0,0.0,0.0,0.3181818181818182,0.1590909090909091,0.3181818181818182,0.4772727272727273,0.23863636363636365,0.4772727272727273,0.005098324836125273,-1.6463088434024824,-2.611382989516047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06846321922796796,-0.2313619325281133,-0.19110316937835042
31,3.0,71,5162,13,889,1,29,0.013754358775668345,0.014623172103487065,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19718309859154928,0.16272762495156917,1.2117370892018777,-0.03445547363998011,0.3076923076923077,0.02249718785151856,13.676923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0625,0.125,0.0,-1.5345512505964252,-2.4095016981992696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.018492769744160177
32,4.5,43,722,8,139,1,6,0.05955678670360111,0.05755395683453238,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13953488372093023,0.19667590027700832,0.709466098919096,0.05714101655607809,0.5,0.14388489208633093,3.475,0.0,-0.2,0.0,0.3,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.29285714285714287,0.14642857142857144,0.29285714285714287,0.0,-1.3535590469401657,-2.1870947782158714,-0.05,0.024999999999999998,-0.012500000000000002,0.075,-0.007238865287110161,0.004712702859406799,-0.0012630812138516808,0.011951568146516961,1.0,0.0,-0.4394904458598726
33,3.0,60,3512,11,621,1,16,0.017084282460136675,0.017713365539452495,0.0625,0.0,0.4,0.4,0.2,0.0,0.4,0.4,0.4,0.11666666666666667,0.16287015945330297,0.7163170163170163,0.0462034927866363,0.45454545454545453,0.0322061191626409,14.113636363636365,0.0,0.0,0.0,0.0,0.8,0.4,0.8,0.75,0.375,0.75,0.0014749262536873156,-1.9861316538528064,-2.866078751413244,0.02,0.04,0.03,0.02,0.0028955461148440645,0.004327102240851822,0.0036113241778479434,0.0014315561260077577,0.7743362831858407,0.5480059084194978,-0.10065414644439755
34,4.5,73,2636,10,453,1,14,0.027693474962063733,0.02207505518763797,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1095890410958904,0.1642640364188164,0.6671517605745199,0.054674995322925996,0.6,0.04415011037527594,13.589999999999998,0.0,0.0,0.0,0.0,0.43333333333333335,0.21666666666666667,0.43333333333333335,0.7000000000000001,0.35000000000000003,0.7000000000000001,0.021442495126705652,-1.3483895290942234,-2.5492124240674365,0.0,0.045,0.0225,0.045,0.0,0.0059887754927017076,0.0029943877463508538,0.0059887754927017076,0.015594541910331383,-0.2745028409090909,-0.16338315217391305
35,3.5,70,750,8,125,1,2,0.09333333333333334,0.064,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17142857142857143,0.19866666666666666,0.862895493767977,0.027238095238095228,0.625,0.16,3.90625,0.0,0.0,0.0,0.0,-0.08333333333333333,-0.041666666666666664,-0.08333333333333333,0.03333333333333333,0.016666666666666666,0.03333333333333333,0.0,-1.7297046213121872,-2.5301772649928367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07916666666666666
36,4.0,89,3017,17,523,1,28,0.029499502817368246,0.032504780114722756,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15730337078651685,0.1746768312893603,0.900539411125088,0.01737346050284344,0.47058823529411764,0.03824091778202677,12.305882352941175,0.0,0.0,0.0,0.0,0.43333333333333335,0.21666666666666667,0.43333333333333335,0.65,0.325,0.65,0.0049261083743842365,-1.4044060509212692,-2.534047830070203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18883415435139572,0.09978070175438596,-0.3907620614035088
37,3.0,56,505,12,91,1,4,0.11089108910891089,0.13186813186813187,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.17227722772277226,0.8292282430213465,0.029420084865629414,0.4166666666666667,0.21978021978021978,1.8958333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.475,0.2375,0.475,0.0,-1.41077723337721,-2.066244585092857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3284313725490196
38,5.0,66,573,12,96,1,4,0.11518324607329843,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.16055846422338568,0.8493083003952568,0.02419482785974933,0.6666666666666666,0.20833333333333334,3.1999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.025,0.05,0.009345794392523364,-1.0751412682458847,-1.7005558983987217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2336448598130841,-0.5471698113207547,-0.4612159329140461
39,3.5,72,4028,13,669,1,20,0.01787487586891758,0.01943198804185351,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1388888888888889,0.15491559086395235,0.896545584045584,0.01602670197506345,0.5384615384615384,0.029895366218236172,18.01153846153846,0.0,0.0,0.0,0.0,0.25,0.125,0.25,0.29,0.145,0.29,0.0039164490861618795,-1.3657148297547164,-2.2243625759237298,0.14285714285714285,0.0,0.07142857142857142,-0.14285714285714285,0.01648146308989063,0.0,0.008240731544945316,-0.01648146308989063,0.015665796344647518,-0.6662309368191721,-0.0009110714993067935
40,3.5,43,512,7,91,1,4,0.083984375,0.07692307692307693,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11627906976744186,0.1640625,0.7087486157253599,0.04778343023255814,0.7142857142857143,0.21978021978021978,3.25,0.0,0.0,0.0,0.0,0.5,0.25,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.019417475728155338,-1.1677391846909153,-2.0413610932210235,0.0,0.05,0.025,0.05,0.0,0.009586265266012842,0.004793132633006421,0.009586265266012842,0.4077669902912621,0.30392156862745096,-0.1792717086834734
41,3.5,65,8771,13,1641,1,82,0.007410785543267587,0.007921998781230956,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13846153846153847,0.169079922471782,0.8189117692826392,0.030618384010243527,0.5384615384615384,0.01218769043266301,44.18076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.291966959297489,-1.9091508271957358,-0.05714285714285715,-0.02,-0.038571428571428576,0.037142857142857144,-0.009046681644570701,-0.0006064155338836481,-0.004826548589227175,0.008440266110687053,1.0,0.0,-0.09081911015619341
42,4.0,64,923,11,150,1,6,0.06933911159263272,0.07333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.15167930660888407,0.8241071428571429,0.026679306608884068,0.5454545454545454,0.13333333333333333,4.090909090909091,0.0,0.0,0.0,0.0,-0.125,-0.0625,-0.125,0.375,0.1875,0.375,0.011428571428571429,-1.4648867983026508,-2.3673775378290296,0.041666666666666664,0.0,0.020833333333333332,-0.041666666666666664,0.006032387739258467,0.0,0.0030161938696292336,-0.006032387739258467,0.6,0.4885057471264368,-0.21839080459770116
43,4.5,55,2845,9,465,1,25,0.019332161687170474,0.01935483870967742,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12727272727272726,0.1680140597539543,0.7575123621148725,0.04074133248122705,0.7777777777777778,0.043010752688172046,18.083333333333332,0.0,0.0,0.0,0.0,0.06666666666666667,0.03333333333333333,0.06666666666666667,0.15555555555555556,0.07777777777777778,0.15555555555555556,0.003590664272890485,-1.3144914310147415,-1.9722528837518718,0.028571428571428574,0.0,0.014285714285714287,-0.028571428571428574,0.00849615950172043,0.0,0.004248079750860215,-0.00849615950172043,0.017953321364452424,-0.9370503597122302,-0.4082067679189981
